id,"Date",Open,High,Low,Close,Adj Close,Volume
1,"1950-01-03 00:00:00",16.66,16.66,16.66,16.66,16.66,1260000
2,"1950-01-04 00:00:00",16.85,16.85,16.85,16.85,16.85,1890000
3,"1950-01-05 00:00:00",16.93,16.93,16.93,16.93,16.93,2550000
4,"1950-01-06 00:00:00",16.98,16.98,16.98,16.98,16.98,2010000
5,"1950-01-09 00:00:00",17.08,17.08,17.08,17.08,17.08,2520000
6,"1950-01-10 00:00:00",17.03,17.03,17.03,17.03,17.03,2160000
7,"1950-01-11 00:00:00",17.09,17.09,17.09,17.09,17.09,2630000
8,"1950-01-12 00:00:00",16.76,16.76,16.76,16.76,16.76,2970000
9,"1950-01-13 00:00:00",16.67,16.67,16.67,16.67,16.67,3330000
10,"1950-01-16 00:00:00",16.72,16.72,16.72,16.72,16.72,1460000
11,"1950-01-17 00:00:00",16.86,16.86,16.86,16.86,16.86,1790000
12,"1950-01-18 00:00:00",16.85,16.85,16.85,16.85,16.85,1570000
13,"1950-01-19 00:00:00",16.87,16.87,16.87,16.87,16.87,1170000
14,"1950-01-20 00:00:00",16.9,16.9,16.9,16.9,16.9,1440000
15,"1950-01-23 00:00:00",16.92,16.92,16.92,16.92,16.92,1340000
16,"1950-01-24 00:00:00",16.86,16.86,16.86,16.86,16.86,1250000
17,"1950-01-25 00:00:00",16.74,16.74,16.74,16.74,16.74,1700000
18,"1950-01-26 00:00:00",16.73,16.73,16.73,16.73,16.73,1150000
19,"1950-01-27 00:00:00",16.82,16.82,16.82,16.82,16.82,1250000
20,"1950-01-30 00:00:00",17.02,17.02,17.02,17.02,17.02,1640000
21,"1950-01-31 00:00:00",17.05,17.05,17.05,17.05,17.05,1690000
22,"1950-02-01 00:00:00",17.05,17.05,17.05,17.05,17.05,1810000
23,"1950-02-02 00:00:00",17.23,17.23,17.23,17.23,17.23,2040000
24,"1950-02-03 00:00:00",17.29,17.29,17.29,17.29,17.29,2210000
25,"1950-02-06 00:00:00",17.32,17.32,17.32,17.32,17.32,1490000
26,"1950-02-07 00:00:00",17.23,17.23,17.23,17.23,17.23,1360000
27,"1950-02-08 00:00:00",17.21,17.21,17.21,17.21,17.21,1470000
28,"1950-02-09 00:00:00",17.28,17.28,17.28,17.28,17.28,1810000
29,"1950-02-10 00:00:00",17.24,17.24,17.24,17.24,17.24,1790000
30,"1950-02-14 00:00:00",17.06,17.06,17.06,17.06,17.06,2210000
31,"1950-02-15 00:00:00",17.06,17.06,17.06,17.06,17.06,1730000
32,"1950-02-16 00:00:00",16.99,16.99,16.99,16.99,16.99,1920000
33,"1950-02-17 00:00:00",17.15,17.15,17.15,17.15,17.15,1940000
34,"1950-02-20 00:00:00",17.2,17.2,17.2,17.2,17.2,1420000
35,"1950-02-21 00:00:00",17.17,17.17,17.17,17.17,17.17,1260000
36,"1950-02-23 00:00:00",17.21,17.21,17.21,17.21,17.21,1310000
37,"1950-02-24 00:00:00",17.28,17.28,17.28,17.28,17.28,1710000
38,"1950-02-27 00:00:00",17.28,17.28,17.28,17.28,17.28,1410000
39,"1950-02-28 00:00:00",17.22,17.22,17.22,17.22,17.22,1310000
40,"1950-03-01 00:00:00",17.24,17.24,17.24,17.24,17.24,1410000
41,"1950-03-02 00:00:00",17.23,17.23,17.23,17.23,17.23,1340000
42,"1950-03-03 00:00:00",17.29,17.29,17.29,17.29,17.29,1520000
43,"1950-03-06 00:00:00",17.32,17.32,17.32,17.32,17.32,1470000
44,"1950-03-07 00:00:00",17.2,17.2,17.2,17.2,17.2,1590000
45,"1950-03-08 00:00:00",17.19,17.19,17.19,17.19,17.19,1360000
46,"1950-03-09 00:00:00",17.07,17.07,17.07,17.07,17.07,1330000
47,"1950-03-10 00:00:00",17.09,17.09,17.09,17.09,17.09,1260000
48,"1950-03-13 00:00:00",17.12,17.12,17.12,17.12,17.12,1060000
49,"1950-03-14 00:00:00",17.25,17.25,17.25,17.25,17.25,1140000
50,"1950-03-15 00:00:00",17.45,17.45,17.45,17.45,17.45,1830000
51,"1950-03-16 00:00:00",17.49,17.49,17.49,17.49,17.49,2060000
52,"1950-03-17 00:00:00",17.45,17.45,17.45,17.45,17.45,1600000
53,"1950-03-20 00:00:00",17.44,17.44,17.44,17.44,17.44,1430000
54,"1950-03-21 00:00:00",17.45,17.45,17.45,17.45,17.45,1400000
55,"1950-03-22 00:00:00",17.55,17.55,17.55,17.55,17.55,2010000
56,"1950-03-23 00:00:00",17.56,17.56,17.56,17.56,17.56,2020000
57,"1950-03-24 00:00:00",17.56,17.56,17.56,17.56,17.56,1570000
58,"1950-03-27 00:00:00",17.46,17.46,17.46,17.46,17.46,1930000
59,"1950-03-28 00:00:00",17.53,17.53,17.53,17.53,17.53,1780000
60,"1950-03-29 00:00:00",17.44,17.44,17.44,17.44,17.44,2090000
61,"1950-03-30 00:00:00",17.3,17.3,17.3,17.3,17.3,2370000
62,"1950-03-31 00:00:00",17.29,17.29,17.29,17.29,17.29,1880000
63,"1950-04-03 00:00:00",17.53,17.53,17.53,17.53,17.53,1570000
64,"1950-04-04 00:00:00",17.55,17.55,17.55,17.55,17.55,2010000
65,"1950-04-05 00:00:00",17.63,17.63,17.63,17.63,17.63,1430000
66,"1950-04-06 00:00:00",17.78,17.78,17.78,17.78,17.78,2000000
67,"1950-04-10 00:00:00",17.85,17.85,17.85,17.85,17.85,2070000
68,"1950-04-11 00:00:00",17.75,17.75,17.75,17.75,17.75,2010000
69,"1950-04-12 00:00:00",17.94,17.94,17.94,17.94,17.94,2010000
70,"1950-04-13 00:00:00",17.98,17.98,17.98,17.98,17.98,2410000
71,"1950-04-14 00:00:00",17.96,17.96,17.96,17.96,17.96,2750000
72,"1950-04-17 00:00:00",17.88,17.88,17.88,17.88,17.88,2520000
73,"1950-04-18 00:00:00",18.03,18.03,18.03,18.03,18.03,3320000
74,"1950-04-19 00:00:00",18.05,18.05,18.05,18.05,18.05,2950000
75,"1950-04-20 00:00:00",17.93,17.93,17.93,17.93,17.93,2590000
76,"1950-04-21 00:00:00",17.96,17.96,17.96,17.96,17.96,2710000
77,"1950-04-24 00:00:00",17.83,17.83,17.83,17.83,17.83,2310000
78,"1950-04-25 00:00:00",17.83,17.83,17.83,17.83,17.83,1830000
79,"1950-04-26 00:00:00",17.76,17.76,17.76,17.76,17.76,1880000
80,"1950-04-27 00:00:00",17.86,17.86,17.86,17.86,17.86,2070000
81,"1950-04-28 00:00:00",17.96,17.96,17.96,17.96,17.96,2190000
82,"1950-05-01 00:00:00",18.22,18.22,18.22,18.22,18.22,2390000
83,"1950-05-02 00:00:00",18.11,18.11,18.11,18.11,18.11,2250000
84,"1950-05-03 00:00:00",18.27,18.27,18.27,18.27,18.27,2120000
85,"1950-05-04 00:00:00",18.12,18.12,18.12,18.12,18.12,2150000
86,"1950-05-05 00:00:00",18.22,18.22,18.22,18.22,18.22,1800000
87,"1950-05-08 00:00:00",18.27,18.27,18.27,18.27,18.27,1680000
88,"1950-05-09 00:00:00",18.27,18.27,18.27,18.27,18.27,1720000
89,"1950-05-10 00:00:00",18.29,18.29,18.29,18.29,18.29,1880000
90,"1950-05-11 00:00:00",18.29,18.29,18.29,18.29,18.29,1750000
91,"1950-05-12 00:00:00",18.18,18.18,18.18,18.18,18.18,1790000
92,"1950-05-15 00:00:00",18.26,18.26,18.26,18.26,18.26,1220000
93,"1950-05-16 00:00:00",18.44,18.44,18.44,18.44,18.44,1730000
94,"1950-05-17 00:00:00",18.52,18.52,18.52,18.52,18.52,2020000
95,"1950-05-18 00:00:00",18.56,18.56,18.56,18.56,18.56,5240000
96,"1950-05-19 00:00:00",18.68,18.68,18.68,18.68,18.68,2110000
97,"1950-05-22 00:00:00",18.6,18.6,18.6,18.6,18.6,1620000
98,"1950-05-23 00:00:00",18.71,18.71,18.71,18.71,18.71,1460000
99,"1950-05-24 00:00:00",18.69,18.69,18.69,18.69,18.69,1850000
100,"1950-05-25 00:00:00",18.69,18.69,18.69,18.69,18.69,1480000
101,"1950-05-26 00:00:00",18.67,18.67,18.67,18.67,18.67,1330000
102,"1950-05-29 00:00:00",18.72,18.72,18.72,18.72,18.72,1110000
103,"1950-05-31 00:00:00",18.78,18.78,18.78,18.78,18.78,1530000
104,"1950-06-01 00:00:00",18.77,18.77,18.77,18.77,18.77,1580000
105,"1950-06-02 00:00:00",18.79,18.79,18.79,18.79,18.79,1450000
106,"1950-06-05 00:00:00",18.6,18.6,18.6,18.6,18.6,1630000
107,"1950-06-06 00:00:00",18.88,18.88,18.88,18.88,18.88,2250000
108,"1950-06-07 00:00:00",18.93,18.93,18.93,18.93,18.93,1750000
109,"1950-06-08 00:00:00",19.14,19.14,19.14,19.14,19.14,1780000
110,"1950-06-09 00:00:00",19.26,19.26,19.26,19.26,19.26,2130000
111,"1950-06-12 00:00:00",19.4,19.4,19.4,19.4,19.4,1790000
112,"1950-06-13 00:00:00",19.25,19.25,19.25,19.25,19.25,1790000
113,"1950-06-14 00:00:00",18.98,18.98,18.98,18.98,18.98,1650000
114,"1950-06-15 00:00:00",18.93,18.93,18.93,18.93,18.93,1530000
115,"1950-06-16 00:00:00",18.97,18.97,18.97,18.97,18.97,1180000
116,"1950-06-19 00:00:00",18.92,18.92,18.92,18.92,18.92,1290000
117,"1950-06-20 00:00:00",18.83,18.83,18.83,18.83,18.83,1470000
118,"1950-06-21 00:00:00",19,19,19,19,19,1750000
119,"1950-06-22 00:00:00",19.16,19.16,19.16,19.16,19.16,1830000
120,"1950-06-23 00:00:00",19.14,19.14,19.14,19.14,19.14,1700000
121,"1950-06-26 00:00:00",18.11,18.11,18.11,18.11,18.11,3950000
122,"1950-06-27 00:00:00",17.91,17.91,17.91,17.91,17.91,4860000
123,"1950-06-28 00:00:00",18.11,18.11,18.11,18.11,18.11,2600000
124,"1950-06-29 00:00:00",17.44,17.44,17.44,17.44,17.44,3040000
125,"1950-06-30 00:00:00",17.69,17.69,17.69,17.69,17.69,2660000
126,"1950-07-03 00:00:00",17.64,17.64,17.64,17.64,17.64,1550000
127,"1950-07-05 00:00:00",17.81,17.81,17.81,17.81,17.81,1400000
128,"1950-07-06 00:00:00",17.91,17.91,17.91,17.91,17.91,1570000
129,"1950-07-07 00:00:00",17.67,17.67,17.67,17.67,17.67,1870000
130,"1950-07-10 00:00:00",17.59,17.59,17.59,17.59,17.59,1960000
131,"1950-07-11 00:00:00",17.32,17.32,17.32,17.32,17.32,3250000
132,"1950-07-12 00:00:00",16.87,16.87,16.87,16.87,16.87,3200000
133,"1950-07-13 00:00:00",16.69,16.69,16.69,16.69,16.69,2660000
134,"1950-07-14 00:00:00",16.87,16.87,16.87,16.87,16.87,1900000
135,"1950-07-17 00:00:00",16.68,16.68,16.68,16.68,16.68,1520000
136,"1950-07-18 00:00:00",17.06,17.06,17.06,17.06,17.06,1820000
137,"1950-07-19 00:00:00",17.36,17.36,17.36,17.36,17.36,2430000
138,"1950-07-20 00:00:00",17.61,17.61,17.61,17.61,17.61,3160000
139,"1950-07-21 00:00:00",17.59,17.59,17.59,17.59,17.59,2810000
140,"1950-07-24 00:00:00",17.48,17.48,17.48,17.48,17.48,2300000
141,"1950-07-25 00:00:00",17.23,17.23,17.23,17.23,17.23,2770000
142,"1950-07-26 00:00:00",17.27,17.27,17.27,17.27,17.27,2460000
143,"1950-07-27 00:00:00",17.5,17.5,17.5,17.5,17.5,2300000
144,"1950-07-28 00:00:00",17.69,17.69,17.69,17.69,17.69,2050000
145,"1950-07-31 00:00:00",17.84,17.84,17.84,17.84,17.84,1590000
146,"1950-08-01 00:00:00",18.02,18.02,18.02,18.02,18.02,1970000
147,"1950-08-02 00:00:00",17.95,17.95,17.95,17.95,17.95,1980000
148,"1950-08-03 00:00:00",17.99,17.99,17.99,17.99,17.99,1660000
149,"1950-08-04 00:00:00",18.14,18.14,18.14,18.14,18.14,1600000
150,"1950-08-07 00:00:00",18.41,18.41,18.41,18.41,18.41,1850000
151,"1950-08-08 00:00:00",18.46,18.46,18.46,18.46,18.46,2180000
152,"1950-08-09 00:00:00",18.61,18.61,18.61,18.61,18.61,1760000
153,"1950-08-10 00:00:00",18.48,18.48,18.48,18.48,18.48,1870000
154,"1950-08-11 00:00:00",18.28,18.28,18.28,18.28,18.28,1680000
155,"1950-08-14 00:00:00",18.29,18.29,18.29,18.29,18.29,1280000
156,"1950-08-15 00:00:00",18.32,18.32,18.32,18.32,18.32,1330000
157,"1950-08-16 00:00:00",18.34,18.34,18.34,18.34,18.34,1770000
158,"1950-08-17 00:00:00",18.54,18.54,18.54,18.54,18.54,2170000
159,"1950-08-18 00:00:00",18.68,18.68,18.68,18.68,18.68,1780000
160,"1950-08-21 00:00:00",18.7,18.7,18.7,18.7,18.7,1840000
161,"1950-08-22 00:00:00",18.68,18.68,18.68,18.68,18.68,1550000
162,"1950-08-23 00:00:00",18.82,18.82,18.82,18.82,18.82,1580000
163,"1950-08-24 00:00:00",18.79,18.79,18.79,18.79,18.79,1620000
164,"1950-08-25 00:00:00",18.54,18.54,18.54,18.54,18.54,1610000
165,"1950-08-28 00:00:00",18.53,18.53,18.53,18.53,18.53,1300000
166,"1950-08-29 00:00:00",18.54,18.54,18.54,18.54,18.54,1890000
167,"1950-08-30 00:00:00",18.43,18.43,18.43,18.43,18.43,1490000
168,"1950-08-31 00:00:00",18.42,18.42,18.42,18.42,18.42,1140000
169,"1950-09-01 00:00:00",18.55,18.55,18.55,18.55,18.55,1290000
170,"1950-09-05 00:00:00",18.68,18.68,18.68,18.68,18.68,1250000
171,"1950-09-06 00:00:00",18.54,18.54,18.54,18.54,18.54,1300000
172,"1950-09-07 00:00:00",18.59,18.59,18.59,18.59,18.59,1340000
173,"1950-09-08 00:00:00",18.75,18.75,18.75,18.75,18.75,1960000
174,"1950-09-11 00:00:00",18.61,18.61,18.61,18.61,18.61,1860000
175,"1950-09-12 00:00:00",18.87,18.87,18.87,18.87,18.87,1680000
176,"1950-09-13 00:00:00",19.09,19.09,19.09,19.09,19.09,2600000
177,"1950-09-14 00:00:00",19.18,19.18,19.18,19.18,19.18,2350000
178,"1950-09-15 00:00:00",19.29,19.29,19.29,19.29,19.29,2410000
179,"1950-09-18 00:00:00",19.37,19.37,19.37,19.37,19.37,2040000
180,"1950-09-19 00:00:00",19.31,19.31,19.31,19.31,19.31,1590000
181,"1950-09-20 00:00:00",19.21,19.21,19.21,19.21,19.21,2100000
182,"1950-09-21 00:00:00",19.37,19.37,19.37,19.37,19.37,1650000
183,"1950-09-22 00:00:00",19.44,19.44,19.44,19.44,19.44,2510000
184,"1950-09-25 00:00:00",19.42,19.42,19.42,19.42,19.42,2020000
185,"1950-09-26 00:00:00",19.14,19.14,19.14,19.14,19.14,2280000
186,"1950-09-27 00:00:00",19.41,19.41,19.41,19.41,19.41,2360000
187,"1950-09-28 00:00:00",19.42,19.42,19.42,19.42,19.42,2200000
188,"1950-09-29 00:00:00",19.45,19.45,19.45,19.45,19.45,1800000
189,"1950-10-02 00:00:00",19.69,19.69,19.69,19.69,19.69,2200000
190,"1950-10-03 00:00:00",19.66,19.66,19.66,19.66,19.66,2480000
191,"1950-10-04 00:00:00",20,20,20,20,20,2920000
192,"1950-10-05 00:00:00",19.89,19.89,19.89,19.89,19.89,2490000
193,"1950-10-06 00:00:00",20.12,20.12,20.12,20.12,20.12,2360000
194,"1950-10-09 00:00:00",20,20,20,20,20,2330000
195,"1950-10-10 00:00:00",19.78,19.78,19.78,19.78,19.78,1870000
196,"1950-10-11 00:00:00",19.86,19.86,19.86,19.86,19.86,2200000
197,"1950-10-13 00:00:00",19.85,19.85,19.85,19.85,19.85,2030000
198,"1950-10-16 00:00:00",19.71,19.71,19.71,19.71,19.71,1630000
199,"1950-10-17 00:00:00",19.89,19.89,19.89,19.89,19.89,2010000
200,"1950-10-18 00:00:00",20.01,20.01,20.01,20.01,20.01,2410000
201,"1950-10-19 00:00:00",20.02,20.02,20.02,20.02,20.02,2250000
202,"1950-10-20 00:00:00",19.96,19.96,19.96,19.96,19.96,1840000
203,"1950-10-23 00:00:00",19.96,19.96,19.96,19.96,19.96,1850000
204,"1950-10-24 00:00:00",20.08,20.08,20.08,20.08,20.08,1790000
205,"1950-10-25 00:00:00",20.05,20.05,20.05,20.05,20.05,1930000
206,"1950-10-26 00:00:00",19.61,19.61,19.61,19.61,19.61,3000000
207,"1950-10-27 00:00:00",19.77,19.77,19.77,19.77,19.77,1800000
208,"1950-10-30 00:00:00",19.61,19.61,19.61,19.61,19.61,1790000
209,"1950-10-31 00:00:00",19.53,19.53,19.53,19.53,19.53,2010000
210,"1950-11-01 00:00:00",19.56,19.56,19.56,19.56,19.56,1780000
211,"1950-11-02 00:00:00",19.73,19.73,19.73,19.73,19.73,1580000
212,"1950-11-03 00:00:00",19.85,19.85,19.85,19.85,19.85,1560000
213,"1950-11-06 00:00:00",19.36,19.36,19.36,19.36,19.36,2580000
214,"1950-11-08 00:00:00",19.56,19.56,19.56,19.56,19.56,1850000
215,"1950-11-09 00:00:00",19.79,19.79,19.79,19.79,19.79,1760000
216,"1950-11-10 00:00:00",19.94,19.94,19.94,19.94,19.94,1640000
217,"1950-11-13 00:00:00",20.01,20.01,20.01,20.01,20.01,1630000
218,"1950-11-14 00:00:00",19.86,19.86,19.86,19.86,19.86,1780000
219,"1950-11-15 00:00:00",19.82,19.82,19.82,19.82,19.82,1620000
220,"1950-11-16 00:00:00",19.72,19.72,19.72,19.72,19.72,1760000
221,"1950-11-17 00:00:00",19.86,19.86,19.86,19.86,19.86,2130000
222,"1950-11-20 00:00:00",19.93,19.93,19.93,19.93,19.93,2250000
223,"1950-11-21 00:00:00",19.88,19.88,19.88,19.88,19.88,2010000
224,"1950-11-22 00:00:00",20.16,20.16,20.16,20.16,20.16,2730000
225,"1950-11-24 00:00:00",20.32,20.32,20.32,20.32,20.32,2620000
226,"1950-11-27 00:00:00",20.18,20.18,20.18,20.18,20.18,1740000
227,"1950-11-28 00:00:00",19.56,19.56,19.56,19.56,19.56,2970000
228,"1950-11-29 00:00:00",19.37,19.37,19.37,19.37,19.37,2770000
229,"1950-11-30 00:00:00",19.51,19.51,19.51,19.51,19.51,2080000
230,"1950-12-01 00:00:00",19.66,19.66,19.66,19.66,19.66,1870000
231,"1950-12-04 00:00:00",19,19,19,19,19,2510000
232,"1950-12-05 00:00:00",19.31,19.31,19.31,19.31,19.31,1940000
233,"1950-12-06 00:00:00",19.45,19.45,19.45,19.45,19.45,2010000
234,"1950-12-07 00:00:00",19.4,19.4,19.4,19.4,19.4,1810000
235,"1950-12-08 00:00:00",19.4,19.4,19.4,19.4,19.4,2310000
236,"1950-12-11 00:00:00",19.72,19.72,19.72,19.72,19.72,2600000
237,"1950-12-12 00:00:00",19.68,19.68,19.68,19.68,19.68,2140000
238,"1950-12-13 00:00:00",19.67,19.67,19.67,19.67,19.67,2030000
239,"1950-12-14 00:00:00",19.43,19.43,19.43,19.43,19.43,2660000
240,"1950-12-15 00:00:00",19.33,19.33,19.33,19.33,19.33,2420000
241,"1950-12-18 00:00:00",19.85,19.85,19.85,19.85,19.85,4500000
242,"1950-12-19 00:00:00",19.96,19.96,19.96,19.96,19.96,3650000
243,"1950-12-20 00:00:00",19.97,19.97,19.97,19.97,19.97,3510000
244,"1950-12-21 00:00:00",19.98,19.98,19.98,19.98,19.98,3990000
245,"1950-12-22 00:00:00",20.07,20.07,20.07,20.07,20.07,2720000
246,"1950-12-26 00:00:00",19.92,19.92,19.92,19.92,19.92,2660000
247,"1950-12-27 00:00:00",20.3,20.3,20.3,20.3,20.3,2940000
248,"1950-12-28 00:00:00",20.38,20.38,20.38,20.38,20.38,3560000
249,"1950-12-29 00:00:00",20.43,20.43,20.43,20.43,20.43,3440000
250,"1951-01-02 00:00:00",20.77,20.77,20.77,20.77,20.77,3030000
251,"1951-01-03 00:00:00",20.69,20.69,20.69,20.69,20.69,3370000
252,"1951-01-04 00:00:00",20.87,20.87,20.87,20.87,20.87,3390000
253,"1951-01-05 00:00:00",20.87,20.87,20.87,20.87,20.87,3390000
254,"1951-01-08 00:00:00",21,21,21,21,21,2780000
255,"1951-01-09 00:00:00",21.12,21.12,21.12,21.12,21.12,3800000
256,"1951-01-10 00:00:00",20.85,20.85,20.85,20.85,20.85,3270000
257,"1951-01-11 00:00:00",21.19,21.19,21.19,21.19,21.19,3490000
258,"1951-01-12 00:00:00",21.11,21.11,21.11,21.11,21.11,2950000
259,"1951-01-15 00:00:00",21.3,21.3,21.3,21.3,21.3,2830000
260,"1951-01-16 00:00:00",21.46,21.46,21.46,21.46,21.46,3740000
261,"1951-01-17 00:00:00",21.55,21.55,21.55,21.55,21.55,3880000
262,"1951-01-18 00:00:00",21.4,21.4,21.4,21.4,21.4,3490000
263,"1951-01-19 00:00:00",21.36,21.36,21.36,21.36,21.36,3170000
264,"1951-01-22 00:00:00",21.18,21.18,21.18,21.18,21.18,2570000
265,"1951-01-23 00:00:00",21.26,21.26,21.26,21.26,21.26,2080000
266,"1951-01-24 00:00:00",21.16,21.16,21.16,21.16,21.16,1990000
267,"1951-01-25 00:00:00",21.03,21.03,21.03,21.03,21.03,2520000
268,"1951-01-26 00:00:00",21.26,21.26,21.26,21.26,21.26,2230000
269,"1951-01-29 00:00:00",21.67,21.67,21.67,21.67,21.67,2630000
270,"1951-01-30 00:00:00",21.74,21.74,21.74,21.74,21.74,2480000
271,"1951-01-31 00:00:00",21.66,21.66,21.66,21.66,21.66,2340000
272,"1951-02-01 00:00:00",21.77,21.77,21.77,21.77,21.77,2380000
273,"1951-02-02 00:00:00",21.96,21.96,21.96,21.96,21.96,3030000
274,"1951-02-05 00:00:00",22.2,22.2,22.2,22.2,22.2,2680000
275,"1951-02-06 00:00:00",22.12,22.12,22.12,22.12,22.12,2370000
276,"1951-02-07 00:00:00",21.99,21.99,21.99,21.99,21.99,2020000
277,"1951-02-08 00:00:00",22.09,22.09,22.09,22.09,22.09,2120000
278,"1951-02-09 00:00:00",22.17,22.17,22.17,22.17,22.17,2550000
279,"1951-02-13 00:00:00",22.18,22.18,22.18,22.18,22.18,2400000
280,"1951-02-14 00:00:00",22.12,22.12,22.12,22.12,22.12,2050000
281,"1951-02-15 00:00:00",22,22,22,22,22,1700000
282,"1951-02-16 00:00:00",22.13,22.13,22.13,22.13,22.13,1860000
283,"1951-02-19 00:00:00",21.83,21.83,21.83,21.83,21.83,1910000
284,"1951-02-20 00:00:00",21.79,21.79,21.79,21.79,21.79,2010000
285,"1951-02-21 00:00:00",21.86,21.86,21.86,21.86,21.86,1670000
286,"1951-02-23 00:00:00",21.92,21.92,21.92,21.92,21.92,1540000
287,"1951-02-26 00:00:00",21.93,21.93,21.93,21.93,21.93,1650000
288,"1951-02-27 00:00:00",21.76,21.76,21.76,21.76,21.76,1680000
289,"1951-02-28 00:00:00",21.8,21.8,21.8,21.8,21.8,1640000
290,"1951-03-01 00:00:00",21.85,21.85,21.85,21.85,21.85,1610000
291,"1951-03-02 00:00:00",21.93,21.93,21.93,21.93,21.93,1570000
292,"1951-03-05 00:00:00",21.79,21.79,21.79,21.79,21.79,1690000
293,"1951-03-06 00:00:00",21.79,21.79,21.79,21.79,21.79,1490000
294,"1951-03-07 00:00:00",21.86,21.86,21.86,21.86,21.86,1770000
295,"1951-03-08 00:00:00",21.95,21.95,21.95,21.95,21.95,1440000
296,"1951-03-09 00:00:00",21.95,21.95,21.95,21.95,21.95,1610000
297,"1951-03-12 00:00:00",21.7,21.7,21.7,21.7,21.7,1640000
298,"1951-03-13 00:00:00",21.41,21.41,21.41,21.41,21.41,2330000
299,"1951-03-14 00:00:00",21.25,21.25,21.25,21.25,21.25,2110000
